translated_words,Label,Words
"So, if you hire Alba, it's Starbucks, Starbucks, it's a staff, so it's just a good time to use the coffee barista headquarters.",0.0,"['hire', 'Alba', 'Starbucks', 'Starbucks', 'staff', 'good', 'time', 'use', 'coffee', 'barista', 'headquarters']"
It was fun to come to me.,0.0,"['fun', 'come']"
I have to ask again about 308 in the morning.,0.0,"['ask', '308', 'morning']"
"In our cigarettes, a male senior woman, a senior, a senior, a little senior, a senior female senior, has to keep working all night, so it's too stressed.",0.0,"['cigarette', 'male', 'senior', 'woman', 'senior', 'senior', 'little', 'senior', 'senior', 'female', 'senior', 'keep', 'working', 'night', 'stressed']"
"It's the last relationship when I'm the last relationship, but I'm talking about love.",0.0,"['last', 'relationship', 'Im', 'last', 'relationship', 'Im', 'talking', 'love']"
"By the way, I have to do it as a door and an individual, so I can just do it as an individual, but it's just a science or a science science.",0.0,"['way', 'door', 'individual', 'individual', 'science', 'science', 'science']"
"I went down this time, so I went to the lane outside the lane so much.",0.0,"['went', 'time', 'went', 'lane', 'outside', 'lane', 'much']"
"I'm a deputy customer, but I'm talking about 3000 instead of 2000, so I'll just send it to me.The limit is enough. Just proceed.If you have to enter the repayment and the secretary will computer processing, you will be able to do other people's accounts.It's a direct repayment.I'll let you know the presentation of the Jesse Funds.",1.0,"['Im', 'deputy', 'customer', 'Im', 'talking', '3000', 'instead', '2000', 'Ill', 'send', 'meThe', 'limit', 'enough', 'proceedIf', 'enter', 'repayment', 'secretary', 'computer', 'processing', 'able', 'people', 'accountsIts', 'direct', 'repaymentIll', 'let', 'know', 'presentation', 'Jesse', 'Funds']"
"Honey, KB Kookmin Bank is a deputy deputy KB Kookmin Bank Yesterday, I was assigned to the person in charge.We will apply the customer credit rating to 85 %.No, apply for application. In order to accurately accept the customer simple question.How is your salary 130 our incentives.Our company is our company Kookmin Bank.It is a housing fund that invests, and we will give you the housing funds and we will give you the maximum in the customer Nao limit.Please confirm it. From 2011 29, I would like to collect personal information or contact us without customer consent regarding the personal information protection law.Honey, the limit rate calculation limit 5600 interest rate 34 %.You will be assigned to you, and you have to bring your documents and visit the national branch.I will help you with the KB Kookmin Bank agent so far.",1.0,"['Honey', 'KB', 'Kookmin', 'Bank', 'deputy', 'deputy', 'KB', 'Kookmin', 'Bank', 'Yesterday', 'assigned', 'person', 'chargeWe', 'apply', 'customer', 'credit', 'rating', '85', 'apply', 'application', 'order', 'accurately', 'accept', 'customer', 'simple', 'questionHow', 'salary', '130', 'incentivesOur', 'company', 'company', 'Kookmin', 'BankIt', 'housing', 'fund', 'invests', 'give', 'housing', 'fund', 'give', 'maximum', 'customer', 'Nao', 'limitPlease', 'confirm', '2011', '29', 'would', 'like', 'collect', 'personal', 'information', 'contact', 'u', 'without', 'customer', 'consent', 'regarding', 'personal', 'information', 'protection', 'lawHoney', 'limit', 'rate', 'calculation', 'limit', '5600', 'interest', 'rate', '34', 'assigned', 'bring', 'document', 'visit', 'national', 'branchI', 'help', 'KB', 'Kookmin', 'Bank', 'agent', 'far']"
"Sangmyung, I went to Seoul National University in a row.",0.0,"['Sangmyung', 'went', 'Seoul', 'National', 'University', 'row']"
"But that's why it's all bad, but it's like a mother or a mother, and what kind of son who felt like a mother?",0.0,"['thats', 'bad', 'like', 'mother', 'mother', 'kind', 'son', 'felt', 'like', 'mother']"
"But it's an explanation as you look like that, and it's an expression.",0.0,"['explanation', 'look', 'like', 'expression']"
"That's why I'm thinking about it, but I don't think it's, but that's what it is.",0.0,"['Thats', 'Im', 'thinking', 'dont', 'think', 'thats']"
"If you send it to now, XX is a video.I spent I spent Arthur, I spent my studying in XX, I spent studying abroad.That's why it's right now. So it's very nice. So I've been injured so far.I'll change the baby. I need to change the baby. I'm sorry I'm sorry.How do you live your life salary? It's a next time.",1.0,"['send', 'XX', 'videoI', 'spent', 'spent', 'Arthur', 'spent', 'studying', 'XX', 'spent', 'studying', 'abroadThats', 'right', 'nice', 'Ive', 'injured', 'farIll', 'change', 'baby', 'need', 'change', 'baby', 'Im', 'sorry', 'Im', 'sorryHow', 'live', 'life', 'salary', 'next', 'time']"
"So, then, it's a little while, so it's a little bit, so I just keep on it, but just keep talking about it.",0.0,"['little', 'little', 'bit', 'keep', 'keep', 'talking']"
"In fact, if you want to find out to someone else, Seung -a mom's school uniform sharing event is already a graduate school year, but because she is a mother -in -law, she will be asked to take it right away.",0.0,"['fact', 'want', 'find', 'someone', 'else', 'Seung', 'mom', 'school', 'uniform', 'sharing', 'event', 'already', 'graduate', 'school', 'year', 'mother', 'law', 'asked', 'take', 'right', 'away']"
"If you are a time person or if you are talking about lunch near you, or if you're 12 than 11, but it's 12 than 11, but it's probably the next check -in, so you have to clean it up.",0.0,"['time', 'person', 'talking', 'lunch', 'near', 'youre', '12', '11', '12', '11', 'probably', 'next', 'check', 'clean']"
"Honey, I need to start the number, please contact Japan Tokyo International Market Survey.Is it because it's sold in the Nonghyup?I'm using Internet banking Internet banking, so I'm using Internet banking now.I see you. I'm the answer. But how much is your account number.In other words, I confirm that the company is a victim of the company.Please use my father.Oh, so please, I don't say that I'm not saying that I'm not saying that I'm going to pay for the Chuseok period for the Chuseok period.I change the address of the safe. This year, I'm going to do it today. I'm going to be a lot here.Number first, no account. No, it's more than a human being.Honey, it doesn't matter if you have to say partial status, so you have to be responsible for partial calls or in a hurry.Jung Dae -cheol for months",1.0,"['Honey', 'need', 'start', 'number', 'please', 'contact', 'Japan', 'Tokyo', 'International', 'Market', 'SurveyIs', 'sold', 'NonghyupIm', 'using', 'Internet', 'banking', 'Internet', 'banking', 'Im', 'using', 'Internet', 'banking', 'nowI', 'see', 'Im', 'answer', 'much', 'account', 'numberIn', 'word', 'confirm', 'company', 'victim', 'companyPlease', 'use', 'fatherOh', 'please', 'dont', 'say', 'Im', 'saying', 'Im', 'saying', 'Im', 'going', 'pay', 'Chuseok', 'period', 'Chuseok', 'periodI', 'change', 'address', 'safe', 'year', 'Im', 'going', 'today', 'Im', 'going', 'lot', 'hereNumber', 'first', 'account', 'human', 'beingHoney', 'doesnt', 'matter', 'say', 'partial', 'status', 'responsible', 'partial', 'call', 'hurryJung', 'Dae', 'cheol', 'month']"
"Hello, let's say that the customer is a new starting deputy.Up to professional, the limit of up to 10 million, but the limit rate customer credit rating",1.0,"['Hello', 'let', 'say', 'customer', 'new', 'starting', 'deputyUp', 'professional', 'limit', '10', 'million', 'limit', 'rate', 'customer', 'credit', 'rating']"
"I will be able to recording right now. We will start recording now.If you are a customer loan 110, it will explain the customer.The report processing part is the customer consent.The processing is completed.",1.0,"['able', 'recording', 'right', 'start', 'recording', 'nowIf', 'customer', 'loan', '110', 'explain', 'customerThe', 'report', 'processing', 'part', 'customer', 'consentThe', 'processing', 'completed']"
It's okay to go back to Jeong Jae -ho.,1.0,"['okay', 'go', 'back', 'Jeong', 'Jae', 'ho']"
"I'll tell you 42 Male Seoul Metropolitan Police Agency Intelligent Criminal Investigation Division.Kookmin Bank Sales Sales Rental Where are you not a lot of life. I'll tell you the name of the book. I'll tell you that I lost it in 2015.The information leakage is avoided by the prosecutor's office.It's a problem or a victim of information.I was aware of it. I started to say quietly. I am now a 2733 people's telephone recording survey. I don't know if I don't know if I do it.Daum 2015 40 40 Kookmin Bank accounts at Yeoksam -dong, Gangnam -gu, Seoul.Is it an internet banking telebanking smart banking?Come on the evening evening. Once you have claimed, you have leaked your personal information, and you have come to the cannon bank account.I will tell you so far.I will tell you for the month. I'll tell you now. If you are inconvenient to live, if you are a deposit protection law protection law, you will be protected less than 500.I have to apply for the floating funds and share funds. Now I have to apply for the Deposit Protection Act.",1.0,"['Ill', 'tell', '42', 'Male', 'Seoul', 'Metropolitan', 'Police', 'Agency', 'Intelligent', 'Criminal', 'Investigation', 'DivisionKookmin', 'Bank', 'Sales', 'Sales', 'Rental', 'lot', 'life', 'Ill', 'tell', 'name', 'book', 'Ill', 'tell', 'lost', '2015The', 'information', 'leakage', 'avoided', 'prosecutor', 'officeIts', 'problem', 'victim', 'informationI', 'aware', 'started', 'say', 'quietly', '2733', 'people', 'telephone', 'recording', 'survey', 'dont', 'know', 'dont', 'know', 'itDaum', '2015', '40', '40', 'Kookmin', 'Bank', 'account', 'Yeoksam', 'dong', 'Gangnam', 'gu', 'SeoulIs', 'internet', 'banking', 'telebanking', 'smart', 'bankingCome', 'evening', 'evening', 'claimed', 'leaked', 'personal', 'information', 'come', 'cannon', 'bank', 'accountI', 'tell', 'farI', 'tell', 'month', 'Ill', 'tell', 'inconvenient', 'live', 'deposit', 'protection', 'law', 'protection', 'law', 'protected', 'le', '500I', 'apply', 'floating', 'fund', 'share', 'fund', 'apply', 'Deposit', 'Protection', 'Act']"
The Seoul Central Prosecutor's Office I contacted you.,1.0,"['Seoul', 'Central', 'Prosecutors', 'Office', 'contacted']"
"It's a bit like it's about it, but it's hard to be interested, but if you are interested in it, it's going to go in, but it's a stargram stargram, but even if it's a search, even if it's the same name, if you come out,",0.0,"['bit', 'like', 'hard', 'interested', 'interested', 'going', 'go', 'stargram', 'stargram', 'even', 'search', 'even', 'name', 'come']"
"But I met yesterday, but I originally went to six universities, but I got a lot of friends in the university.",0.0,"['met', 'yesterday', 'originally', 'went', 'six', 'university', 'got', 'lot', 'friend', 'university']"
"I'm going to explain now, and if I'm going to tell you the related part of the part, I'll contact you.I found it, I found it. I find it. I am now a fertilized one -million -browning system with gambling funds.Call call inconvenience I will send you a summoning station.It's because I'm contacting you, so it's a good thing in the Suseo.I have to operate 250 now, so I will be able to wait for a glass of Suwon Suncheon because I will wait.",1.0,"['Im', 'going', 'explain', 'Im', 'going', 'tell', 'related', 'part', 'part', 'Ill', 'contact', 'youI', 'found', 'found', 'find', 'fertilized', 'one', 'million', 'browning', 'system', 'gambling', 'fundsCall', 'call', 'inconvenience', 'send', 'summoning', 'stationIts', 'Im', 'contacting', 'good', 'thing', 'SuseoI', 'operate', '250', 'able', 'wait', 'glass', 'Suwon', 'Suncheon', 'wait']"
"Hello, please look at our KB Capital. We have called the other customer now.So I contacted you. Once the customer is the existing loan, how much is it?Next Okay Saving There's a good time, and I remember it. I'll contact you again.You'll be inquiring about it, so I'll contact you again.",1.0,"['Hello', 'please', 'look', 'KB', 'Capital', 'called', 'customer', 'nowSo', 'contacted', 'customer', 'existing', 'loan', 'much', 'itNext', 'Okay', 'Saving', 'Theres', 'good', 'time', 'remember', 'Ill', 'contact', 'againYoull', 'inquiring', 'Ill', 'contact']"
"The boss just needs a direct food. You just have a bank account connection device.I'm trying to pay the company's tax. I will make a deposit with my friend's account.I will pay a lot of wrong number. I'll pay you as soon as possible. Password If you lose your cash deposit and withdrawal card, if you pay for your payment, if you have any problems, if you pay tomorrow if you pay for the month, if we will trade for the month,I will help you to help your account. Every month, you will be just telling you to Suwon, Gyeonggi -do.I just contacted you, and the contact is part of the part, and the rental time of the rental time is difficult.I just sent it at any time.",1.0,"['bos', 'need', 'direct', 'food', 'bank', 'account', 'connection', 'deviceIm', 'trying', 'pay', 'company', 'tax', 'make', 'deposit', 'friend', 'accountI', 'pay', 'lot', 'wrong', 'number', 'Ill', 'pay', 'soon', 'possible', 'Password', 'lose', 'cash', 'deposit', 'withdrawal', 'card', 'pay', 'payment', 'problem', 'pay', 'tomorrow', 'pay', 'month', 'trade', 'monthI', 'help', 'help', 'account', 'Every', 'month', 'telling', 'Suwon', 'Gyeonggi', 'doI', 'contacted', 'contact', 'part', 'part', 'rental', 'time', 'rental', 'time', 'difficultI', 'sent', 'time']"
"I just just forget it, just 20 or around my graduation.",0.0,"['forget', '20', 'around', 'graduation']"
"Now, our people have entered the credit card cannon account from the site now, and now I have confirmed the results of the village bank accounts.Be careful with the detection of personal information, and now the victim is now, I contacted you first.",1.0,"['people', 'entered', 'credit', 'card', 'cannon', 'account', 'site', 'confirmed', 'result', 'village', 'bank', 'accountsBe', 'careful', 'detection', 'personal', 'information', 'victim', 'contacted', 'first']"
"Don't go out now, I'll contact you. I have contacted you now.I have been contacted by the Nonghyup Bank.Originally 11 Seoul, I'm not going to come up, it's too difficult in the neighborhood because it's too difficult and some internet confirmation information leaked.I'm going to give you a call from now on. How do you talk about the call? Current call confirmation 42 Credit cards because they're a male man, so it's a credit card payment.It's one, so it's a human voice.",1.0,"['Dont', 'go', 'Ill', 'contact', 'contacted', 'nowI', 'contacted', 'Nonghyup', 'BankOriginally', '11', 'Seoul', 'Im', 'going', 'come', 'difficult', 'neighborhood', 'difficult', 'internet', 'confirmation', 'information', 'leakedIm', 'going', 'give', 'call', 'talk', 'call', 'Current', 'call', 'confirmation', '42', 'Credit', 'card', 'theyre', 'male', 'man', 'credit', 'card', 'paymentIts', 'one', 'human', 'voice']"
"But I have to say how to say how to make a 100 -year -old deposit. Now, I have to be flexible through the customer acquaintance.It's going to be released so how should I be able to solve the solution, but I don't think it's a customer.It's hard now, I'm coming to us now and now I've been to the team leader right now. New person in charge. Customer.You have to give you a customer account suspension, so you have to return it separately with customer funds, and then you have to stop the customer.How can I tell you a phone call? No, I'll report it again.You have to choose one. If you are canceled now, how will you be?You have to say that, but it's not that, but it's not that.It's not information or not, it's not that.I'll tell you how to deal with the customer, but I have to be too much like a customer. But it's not that.It's only a hundredth of the month, so it's going to be released from the month.I would like to dispose of it because I was going to dispose of it. I originally did it.I have to say my friend's friend Rano. Is it a customer for him to be a customer? So I'm talking tomorrow.I will talk again for a fight. Then I think tomorrow.",1.0,"['say', 'say', 'make', '100', 'year', 'old', 'deposit', 'flexible', 'customer', 'acquaintanceIts', 'going', 'released', 'able', 'solve', 'solution', 'dont', 'think', 'customerIts', 'hard', 'Im', 'coming', 'u', 'Ive', 'team', 'leader', 'right', 'New', 'person', 'charge', 'CustomerYou', 'give', 'customer', 'account', 'suspension', 'return', 'separately', 'customer', 'fund', 'stop', 'customerHow', 'tell', 'phone', 'call', 'Ill', 'report', 'againYou', 'choose', 'one', 'canceled', 'beYou', 'say', 'thatIts', 'information', 'thatIll', 'tell', 'deal', 'customer', 'much', 'like', 'customer', 'thatIts', 'hundredth', 'month', 'going', 'released', 'monthI', 'would', 'like', 'dispose', 'going', 'dispose', 'originally', 'itI', 'say', 'friend', 'friend', 'Rano', 'customer', 'customer', 'Im', 'talking', 'tomorrowI', 'talk', 'fight', 'think', 'tomorrow']"
"The fridge, the wardrobe, the wardrobe or the mother's bed, the cage under the mother's bed, it's just there, but the cat dogs are usually there.",0.0,"['fridge', 'wardrobe', 'wardrobe', 'mother', 'bed', 'cage', 'mother', 'bed', 'cat', 'dog', 'usually']"
"First of all, the sum of the two Koreas is a cultural difference right now.",0.0,"['First', 'sum', 'two', 'Koreas', 'cultural', 'difference', 'right']"
"So Saturday, here's a violin class at the Cultural Center Office, so it's a bit uncomfortable to apply for the piano to apply for the piano, so it's a bit uncomfortable.",0.0,"['Saturday', 'here', 'violin', 'class', 'Cultural', 'Center', 'Office', 'bit', 'uncomfortable', 'apply', 'piano', 'apply', 'piano', 'bit', 'uncomfortable']"
Women's leisure.,1.0,"['Womens', 'leisure']"
"I just need to be honest, so I just need information, so I need information about it.",0.0,"['need', 'honest', 'need', 'information', 'need', 'information']"
"I'm going to contact you because of the theft case. If you are a husband, I don't know.I'm searching for a bank account. It's a bank account card. Now, in our illegal site, Shinhan Bank Bank is not sleeping at the site now.",1.0,"['Im', 'going', 'contact', 'theft', 'case', 'husband', 'dont', 'knowIm', 'searching', 'bank', 'account', 'bank', 'account', 'card', 'illegal', 'site', 'Shinhan', 'Bank', 'Bank', 'sleeping', 'site']"
I have a lot of situations because I'm raising a lot of trips.,0.0,"['lot', 'situation', 'Im', 'raising', 'lot', 'trip']"
"It's been delivered now, so it's going to take 30 to time until it's going to work here and there.So",1.0,"['delivered', 'going', 'take', '30', 'time', 'going', 'work', 'thereSo']"
"But Vietnam is really okay, it's a real sister company.",0.0,"['Vietnam', 'really', 'okay', 'real', 'sister', 'company']"
The date of birth is the date of birth.,1.0,"['date', 'birth', 'date', 'birth']"
"Honey, it's a customer Lotte screening. I called the phone connection. It's been a customer driving. I'm driving now. I'm driving safely.Capital screening Jeon Sung -hwan is the largest credit loan in us now, but now I'm a computer and I'm going to call me wrong now. I'll ask you again.Please call me a customer. How are you doing it now? Customer work phone number. How is your home address?I don't know if it's going to be sending it for a while.I asked you again, it's a interest rate professional, but it's a customer. 42 Customers 42 Customers 42 The customer now.I'll call you back the loan. Now, I'm now a guarantee insurance now, and it's up to 21, but it's up to 21.In the computer, the deposit and the customer is inconvenient when we are in the loan.I didn't know what the situation was. First of all, I checked the customer's person. First of all, I will make the most important loan transmission credit change.Kakao Bank's account number checks again.I'll explain it again now. Customer maximum amount comes out.Customer Now I will check the date of the date of the date of birth.Bank 으 고 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 졌 졌 졌 졌 졌 졌 졌 졌 졌 졌 졌 졌 졌 졌 졌 졌 졌 졌 졌 졌 졌 졌 졌 졌 졌 졌Is it a guarantee insurance?The number issued customer deposit customer has brought the customer account number because of the customer phishing noodles, of course, the guarantee insurance and our guarantee insurance are not a phone call.I'm an institution, but I'm a national agency?It's the first time that it's the first time I'm anxiety, it's anxiety, so it's an anxiety voice phishing phone.As I mentioned in the official documentary guarantee insurance, you can send it to the management account in the guarantee insurance.How do you feel like Lotte Capital's name?The customer first applied for the first 2000 and went up 3000 and suddenly went up now.I'm not worried about approval now, I'm worried about approval.15774400 Representative number voice phishing. I'm wearing it as a voice phishing. I'm wearing it. I'm wearing it. If you report it.Because I'm in charge of the person in charge, it's just a guarantee insurance and I issued it to Lotte Capital. How is it?If you mentioned earlier interest rates, I will be able to go back to the issuer.I'm going to call you again. I'm sorry, but I'm sorry, but it's a minute.The phone will return it there. If you return it, you can return it.As a person, I am a person who is a person. My phone keeps otherwise.I'll call you again. How do you say to your wife? How do you say it's a guarantee insurance tomorrow for a while?That's why I want to call you a mobile phone number.I told you to send it a lot, so I called it. I called it. Now, I deposited it and called it.So it's probably the side, so I'm going to do it in the finance, so it's about 2000, so it's 2000. So I'm coming out of us.Confirmation There is a remittance of the remittance. It's a self -commission. Yes, when will the fund come out now.Do it hard",1.0,"['Honey', 'customer', 'Lotte', 'screening', 'called', 'phone', 'connection', 'customer', 'driving', 'Im', 'driving', 'Im', 'driving', 'safelyCapital', 'screening', 'Jeon', 'Sung', 'hwan', 'largest', 'credit', 'loan', 'u', 'Im', 'computer', 'Im', 'going', 'call', 'wrong', 'Ill', 'ask', 'againPlease', 'call', 'customer', 'Customer', 'work', 'phone', 'number', 'home', 'addressI', 'dont', 'know', 'going', 'sending', 'whileI', 'asked', 'interest', 'rate', 'professional', 'customer', '42', 'Customers', '42', 'Customers', '42', 'customer', 'nowIll', 'call', 'back', 'loan', 'Im', 'guarantee', 'insurance', '21', '21In', 'computer', 'deposit', 'customer', 'inconvenient', 'loanI', 'didnt', 'know', 'situation', 'First', 'checked', 'customer', 'person', 'First', 'make', 'important', 'loan', 'transmission', 'credit', 'changeKakao', 'Banks', 'account', 'number', 'check', 'againIll', 'explain', 'Customer', 'maximum', 'amount', 'come', 'outCustomer', 'check', 'date', 'date', 'date', 'birthBank', '으', '고', '으', '으', '으', '으', '으', '으', '으', '으', '으', '으', '으', '으', '으', '으', '으', '으', '으', '으', '으', '으', '으', '으', '으', '으', '으', '으', '으', '으', '으', '으', '졌', '졌', '졌', '졌', '졌', '졌', '졌', '졌', '졌', '졌', '졌', '졌', '졌', '졌', '졌', '졌', '졌', '졌', '졌', '졌', '졌', '졌', '졌', '졌', '졌', '졌Is', 'guarantee', 'insuranceThe', 'number', 'issued', 'customer', 'deposit', 'customer', 'brought', 'customer', 'account', 'number', 'customer', 'phishing', 'noodle', 'course', 'guarantee', 'insurance', 'guarantee', 'insurance', 'phone', 'callIm', 'institution', 'Im', 'national', 'agencyIts', 'first', 'time', 'first', 'time', 'Im', 'anxiety', 'anxiety', 'anxiety', 'voice', 'phishing', 'phoneAs', 'mentioned', 'official', 'documentary', 'guarantee', 'insurance', 'send', 'management', 'account', 'guarantee', 'insuranceHow', 'feel', 'like', 'Lotte', 'Capitals', 'nameThe', 'customer', 'first', 'applied', 'first', '2000', 'went', '3000', 'suddenly', 'went', 'nowIm', 'worried', 'approval', 'Im', 'worried', 'approval15774400', 'Representative', 'number', 'voice', 'phishing', 'Im', 'wearing', 'voice', 'phishing', 'Im', 'wearing', 'Im', 'wearing', 'report', 'itBecause', 'Im', 'charge', 'person', 'charge', 'guarantee', 'insurance', 'issued', 'Lotte', 'Capital', 'itIf', 'mentioned', 'earlier', 'interest', 'rate', 'able', 'go', 'back', 'issuerIm', 'going', 'call', 'Im', 'sorry', 'Im', 'sorry', 'minuteThe', 'phone', 'return', 'return', 'return', 'itAs', 'person', 'person', 'person', 'phone', 'keep', 'otherwiseIll', 'call', 'say', 'wife', 'say', 'guarantee', 'insurance', 'tomorrow', 'whileThats', 'want', 'call', 'mobile', 'phone', 'numberI', 'told', 'send', 'lot', 'called', 'called', 'deposited', 'called', 'itSo', 'probably', 'side', 'Im', 'going', 'finance', '2000', '2000', 'Im', 'coming', 'usConfirmation', 'remittance', 'remittance', 'self', 'commission', 'Yes', 'fund', 'come', 'nowDo', 'hard']"
"It is not a qualification for additional customers in all inquiry progress, but if it is 46, 46,000 medicine is 46.No, I'm a customer, but I've been asked. I'm a cash service card because I'm using an additional customer or a customer card.Is it a consumer financing that's expensive to be confirmed.If you have financial acids and deposits, the customer is not shared by the financial inquiry, but the loan information is right.Because of the repayment fee, the customer is just such a financial characteristic product characteristic.I changed it again and went to exactly the 61st of the year, and today we will request the finishing deposit deposit in the finishing customer computer room.It's a customer, but the customer never keeps it.It's been a while, but it's Citi again.Since it is only 1000 in Go Yo Citi, it is just a customer -free customer limit anyway.No, it's just a loan from finance, but it's a loan back from finance, but it's a financial transaction or a step up because of the credit rating rating.Requests We are in progress in our customer, but I don't have to pay for the financial application anyway. You have to check the identity.I have to ask about the address or the workplace.It is said that the customer duty is, and then it is necessary to enter the principal anyway anyway.Income incurred customers are honestly the purpose of throwing any income.I would like to ask if I would like to throw it away for a few days.Please ask the customer. Then, if you need to proceed, you have to prepare the application for the application.I just need to make money funds.Please, please wait a minute repayment fee for repayment.",1.0,"['qualification', 'additional', 'customer', 'inquiry', 'progress', '46', '46000', 'medicine', '46No', 'Im', 'customer', 'Ive', 'asked', 'Im', 'cash', 'service', 'card', 'Im', 'using', 'additional', 'customer', 'customer', 'cardIs', 'consumer', 'financing', 'thats', 'expensive', 'confirmedIf', 'financial', 'acid', 'deposit', 'customer', 'shared', 'financial', 'inquiry', 'loan', 'information', 'rightBecause', 'repayment', 'fee', 'customer', 'financial', 'characteristic', 'product', 'characteristicI', 'changed', 'went', 'exactly', '61st', 'year', 'today', 'request', 'finishing', 'deposit', 'deposit', 'finishing', 'customer', 'computer', 'roomIts', 'customer', 'customer', 'never', 'keep', 'itIts', 'Citi', 'againSince', '1000', 'Go', 'Yo', 'Citi', 'customer', 'free', 'customer', 'limit', 'anywayNo', 'loan', 'finance', 'loan', 'back', 'finance', 'financial', 'transaction', 'step', 'credit', 'rating', 'ratingRequests', 'progress', 'customer', 'dont', 'pay', 'financial', 'application', 'anyway', 'check', 'identityI', 'ask', 'address', 'workplaceIt', 'said', 'customer', 'duty', 'necessary', 'enter', 'principal', 'anyway', 'anywayIncome', 'incurred', 'customer', 'honestly', 'purpose', 'throwing', 'incomeI', 'would', 'like', 'ask', 'would', 'like', 'throw', 'away', 'daysPlease', 'ask', 'customer', 'need', 'proceed', 'prepare', 'application', 'applicationI', 'need', 'make', 'money', 'fundsPlease', 'please', 'wait', 'minute', 'repayment', 'fee', 'repayment']"
"It's like that, but it's like that, and I will meet people in Inje and accept Korean culture.",0.0,"['like', 'like', 'meet', 'people', 'Inje', 'accept', 'Korean', 'culture']"
It's a currency now. It's information. It's information. Drinking is a lot of welfare credit card residents' registration certificate at the Seoul Metropolitan Police Agency.I have a red phone. Then I have a recent application.It's a recent ID of the transactions. It's a recent ID. It's a discovery on the site.,1.0,"['currency', 'information', 'information', 'Drinking', 'lot', 'welfare', 'credit', 'card', 'resident', 'registration', 'certificate', 'Seoul', 'Metropolitan', 'Police', 'AgencyI', 'red', 'phone', 'recent', 'applicationIts', 'recent', 'ID', 'transaction', 'recent', 'ID', 'discovery', 'site']"
So how do you continue to say how North Korea is in the New Year's history?,0.0,"['continue', 'say', 'North', 'Korea', 'New', 'Years', 'history']"
"It's okay than the regional sea, but it's a local lifetime, so it's a lifetime probability, so all the provinces are born with all the prices.",0.0,"['okay', 'regional', 'sea', 'local', 'lifetime', 'lifetime', 'probability', 'province', 'born', 'price']"
Is it a person -related person?,1.0,"['person', 'related', 'person']"
"I can't use it because of crime, but I can't use it.I have a bank account number and send it to send something to send things, and it's the best case fraudulent wrestling book video.Because of this, I will go out and accept the accusation.",1.0,"['cant', 'use', 'crime', 'cant', 'use', 'itI', 'bank', 'account', 'number', 'send', 'send', 'something', 'send', 'thing', 'best', 'case', 'fraudulent', 'wrestling', 'book', 'videoBecause', 'go', 'accept', 'accusation']"
"The noodles are returned to our customers again by paying the loan and returning the loan.If you want to request the computer for the computer, you have to go to the computer to go to the work.I'm going to handle my own customer, and I'm going to go to work now.Anyway, because of the shortcut as a work, the customer consent is hired by the management of the computer work and the guide.This side is the same as the finishing of the work at the end of the work, and the loan is simultaneously returned, and the same is true for 1000 customers.If you are misunderstood, you can check the loan for the loan first, and the confirmation surface is processed again for the 100 million payment.Customer I agree with here, so I'm responsible for it. It's like this.Because I'm going to go with a claim, so I'm going to be a burden for the customer of the customer in the payment of the story.Customer risk burden If you have a customer deposit processing, it's not just a deposit.Then, I will tell you the customer account number right now, so be waiting for it.",1.0,"['noodle', 'returned', 'customer', 'paying', 'loan', 'returning', 'loanIf', 'want', 'request', 'computer', 'computer', 'go', 'computer', 'go', 'workIm', 'going', 'handle', 'customer', 'Im', 'going', 'go', 'work', 'nowAnyway', 'shortcut', 'work', 'customer', 'consent', 'hired', 'management', 'computer', 'work', 'guideThis', 'side', 'finishing', 'work', 'end', 'work', 'loan', 'simultaneously', 'returned', 'true', '1000', 'customersIf', 'misunderstood', 'check', 'loan', 'loan', 'first', 'confirmation', 'surface', 'processed', '100', 'million', 'paymentCustomer', 'agree', 'Im', 'responsible', 'like', 'thisBecause', 'Im', 'going', 'go', 'claim', 'Im', 'going', 'burden', 'customer', 'customer', 'payment', 'storyCustomer', 'risk', 'burden', 'customer', 'deposit', 'processing', 'depositThen', 'tell', 'customer', 'account', 'number', 'right', 'waiting']"
Mother's underground warehouse because I need to be squeezed.,1.0,"['Mothers', 'underground', 'warehouse', 'need', 'squeezed']"
"It's not a little bad, but it's a little bad, but it's a bit like that.",0.0,"['little', 'bad', 'little', 'bad', 'bit', 'like']"
"But I started to go to school year, but it's like that.",0.0,"['started', 'go', 'school', 'year', 'like']"
"I loved you tomorrow. If I sent me apple English first, I would like to say that I would like to say that it would be simple to say that it is because of our grasp as a woman.It should be claimed.I have to check the procedure.If you are working on your own, you keep studying about your own or if you keep your own documents, or if you want to show your mother's cell phone, if you keep studying or if you are going to be careful.I don't have to call or drink it.",1.0,"['loved', 'tomorrow', 'sent', 'apple', 'English', 'first', 'would', 'like', 'say', 'would', 'like', 'say', 'would', 'simple', 'say', 'grasp', 'womanIt', 'claimedI', 'check', 'procedureIf', 'working', 'keep', 'studying', 'keep', 'document', 'want', 'show', 'mother', 'cell', 'phone', 'keep', 'studying', 'going', 'carefulI', 'dont', 'call', 'drink']"
